id;region_name;governorate_name;delegation_name;id_delegation;id_delegation_merged;id_delegation_salb_un;id_delegation_1984;lat;lon;comments
42;Nord Est;Mannouba;Douar Hicher;1452;1481;TUN025003;1256;36.8242904044357;10.0948954148561;
43;Nord Est;Mannouba;Oued Ellil;1453;1481;TUN025007;1253;36.8401513758151;10.0397242481703;
44;Nord Est;Mannouba;Mornaguia;1454;1454;TUN025006;1255;36.7575006527502;10.0152377656529;
45;Nord Est;Mannouba;Borj Amri;1455;1455;TUN025001;1255;36.727860127206;9.82965746439058;
46;Nord Est;Mannouba;Djedeida;1456;1456;TUN025002;1254;36.8507748981738;9.93572343955214;
47;Nord Est;Mannouba;Tebourba;1457;1457;TUN025008;1254;36.8319073206268;9.83812361837948;
48;Nord Est;Mannouba;El Battane;1458;1458;TUN025004;1254;36.7958967631103;9.73798416211797;
49;Nord Est;Nabeul;Nabeul;1551;1551;TUN015014;2151;36.4513379639031;10.7353999245707;
50;Nord Est;Nabeul;Dar Chaabane El Fehri;1552;1552;TUN015004;2151;36.4657510563857;10.7483082963228;
51;Nord Est;Nabeul;Beni Khiar;1553;1553;TUN015002;2152;36.463940426163;10.7829219430725;
52;Nord Est;Nabeul;Korba;1554;1554;TUN015011;2153;36.5751538196369;10.8589507564242;
53;Nord Est;Nabeul;Menzel Temime;1555;1555;TUN015013;2154;36.780817149896;10.9938499644427;
54;Nord Est;Nabeul;El Mida;1556;1556;TUN015006;2154;36.7261444990245;10.8353968501018;
55;Nord Est;Nabeul;Kelibia;1557;1557;TUN015010;2155;36.8456415637367;11.0936428864264;
56;Nord Est;Nabeul;Hammam El Guezaz;1558;1558;TUN015008;2155;36.8759888890026;11.1084896360594;
57;Nord Est;Nabeul;El Haouaria;1559;1559;TUN015005;2156;37.050188274086;11.0121552196301;
58;Nord Est;Nabeul;Takelsa;1560;1560;TUN015016;2157;36.7935032325283;10.6259469655728;
59;Nord Est;Nabeul;Soliman;1561;1561;TUN015015;2157;36.693775513182;10.4922186704527;
60;Nord Est;Nabeul;Menzel Bouzelfa;1562;1562;TUN015012;2158;36.683053;10.58443;
61;Nord Est;Nabeul;Beni Khalled;1563;1563;TUN015001;2158;36.6496137822061;10.5916925981674;
62;Nord Est;Nabeul;Grombalia;1564;1564;TUN015007;2159;36.6003345984905;10.4337978191084;
63;Nord Est;Nabeul;Bou Argoub;1565;1565;TUN015003;2160;36.5305220996837;10.5524184109618;
64;Nord Est;Nabeul;Hammamet;1566;1566;TUN015009;2161;36.4055692330087;10.612743792791;
65;Nord Est;Zaghouan;Zaghouan;1651;1651;TUN023006;2251;36.4011746051643;10.1436140152118;
66;Nord Est;Zaghouan;Ez-Zeriba;1652;1652;TUN023004;2251;36.2990610525496;10.266702161424;
67;Nord Est;Zaghouan;Bir Mchergua;1653;1653;TUN023001;2252;36.514335758592;9.95780629278914;
68;Nord Est;Zaghouan;El Fahs;1654;1654;TUN023002;2253;36.373244137808;9.90326666407591;
69;Nord Est;Zaghouan;En-Nadhour;1655;1655;TUN023003;2254;36.123892;10.093099;
70;Nord Est;Zaghouan;Saouaf;1656;1656;TUN023005;2254;36.2272812860595;10.1725093460014;
71;Nord Est;Bizerte;Bizerte Nord;1751;1751;TUN004001;2351;37.3072102992342;9.82992938941765;
72;Nord Est;Bizerte;Zarzouna;1752;1782;TUN004014;2351;37.260509;9.883146;
73;Nord Est;Bizerte;Bizerte Sud;1753;1753;TUN004002;2352;37.2562725367819;9.66403221022733;
74;Nord Est;Bizerte;Sedjnane;1754;1754;TUN004011;2357;37.1450805698451;9.27813662145779;
75;Nord Est;Bizerte;Djoumine;1755;1755;TUN004003;2360;36.9025940335644;9.39292158069395;
76;Nord Est;Bizerte;Mateur;1756;1756;TUN004007;2359;36.9995851555162;9.65308531918204;
77;Nord Est;Bizerte;Ghezala;1757;1757;TUN004006;2359;37.0948156100927;9.47805853098823;
78;Nord Est;Bizerte;Menzel Bourguiba;1758;1781;TUN004008;2355;37.1196590969795;9.82774454109103;
79;Nord Est;Bizerte;Tinja;1759;1781;TUN004012;2358;37.160191;9.764415;
80;Nord Est;Bizerte;Utique;1760;1760;TUN004013;2358;37.0395288632834;9.94083059226836;
81;Nord Est;Bizerte;Ghar El Meleh;1761;1761;TUN004005;2353;37.1686613710601;10.1065478519741;
82;Nord Est;Bizerte;Menzel Djemil;1762;1782;TUN004009;2361;37.2231927857318;9.94151797287201;
83;Nord Est;Bizerte;El Alia;1763;1763;TUN004004;2361;37.1679671549226;9.98895762351968;
84;Nord Est;Bizerte;Ras Djebel;1764;1764;TUN004010;2354;37.2138188560926;10.1229797132325;
85;Nord Ouest;Béja;Béja Nord;2151;2151;TUN002002;3151;36.814992293504;9.23498904951026;
86;Nord Ouest;Béja;Béja Sud;2152;2152;TUN002003;3152;36.6592037289898;9.18836818165774;
87;Nord Ouest;Béja;Amdoun;2153;2153;TUN002001;3154;36.8091285854012;9.04218570597474;
88;Nord Ouest;Béja;Nefza;2154;2154;TUN002006;3153;36.9937020601793;9.07208160690294;
89;Nord Ouest;Béja;Teboursouk;2155;2155;TUN002007;3157;36.4769898155151;9.24291840218999;
90;Nord Ouest;Béja;Tibar;2156;2156;TUN002009;3157;36.5089953145578;9.0987942610342;
91;Nord Ouest;Béja;Testour;2157;2157;TUN002008;3156;36.599385255599;9.43020761456381;
92;Nord Ouest;Béja;Goubellat;2158;2158;TUN002004;3158;36.542147133069;9.68273141077095;
93;Nord Ouest;Béja;Medjez El Bab;2159;2159;TUN002005;3155;36.7117819796158;9.60993648587297;
94;Nord Ouest;Jendouba;Jendouba;2251;2281;TUN007006;3251;36.4722865313434;8.82491652622694;
95;Nord Ouest;Jendouba;Jendouba Nord;2252;2281;TUN007007;3251;36.5455150366183;8.71131928945965;
96;Nord Ouest;Jendouba;Bou Salem;2253;2253;TUN007003;3252;36.5713636495591;8.9808553983091;
97;Nord Ouest;Jendouba;Tabarka;2254;2254;TUN007009;3254;36.9159513053485;8.83709870499338;
98;Nord Ouest;Jendouba;Ain Draham;2255;2255;TUN007001;3255;36.7866721383357;8.70348168022516;
99;Nord Ouest;Jendouba;Fernana;2256;2256;TUN007004;3256;36.6572414178278;8.64848983590162;
100;Nord Ouest;Jendouba;Ghardimaou;2257;2257;TUN007005;3253;36.4950481753192;8.38123439375703;
101;Nord Ouest;Jendouba;Oued Meliz;2258;2258;TUN007008;3253;36.4719113292821;8.57535177365262;
102;Nord Ouest;Jendouba;Balta - Bou Aouane;2259;2259;TUN007002;3252;36.7055192852152;8.91957778067778;
103;Nord Ouest;Kef;Kef Ouest;2351;2381;TUN011008;3351;36.1563436807945;8.62691641238238;
104;Nord Ouest;Kef;Kef Est;2352;2381;TUN011007;3351;36.189766166447;8.87051731620722;
105;Nord Ouest;Kef;Nebeur;2353;2353;TUN011009;3352;36.3344162224382;8.76061476074858;
106;Nord Ouest;Kef;Sakiet Sidi Youssef;2354;2354;TUN011010;3353;36.1874379706079;8.43872655337175;
107;Nord Ouest;Kef;Tajerouine;2355;2355;TUN011011;3354;35.8914484866869;8.55357392359722;
108;Nord Ouest;Kef;Kalaat Snan;2356;2356;TUN011006;3355;35.7684772886976;8.34177941609828;
109;Nord Ouest;Kef;Kalaat Khasbah;2357;2357;TUN011005;3356;35.6582222939186;8.58708982673364;
110;Nord Ouest;Kef;Djerissa;2358;2358;TUN011002;3357;35.8296184822369;8.64243172403363;
111;Nord Ouest;Kef;El Ksour;2359;2359;TUN011003;3359;35.8941944479448;8.8857651300114;
112;Nord Ouest;Kef;Dahmani;2360;2360;TUN011001;3358;35.945666660396;8.83127513460379;
113;Nord Ouest;Kef;Es-Sers;2361;2361;TUN011004;3360;36.0755869058964;9.02389692700614;
114;Nord Ouest;Siliana;Siliana Nord;2451;2451;TUN018010;3451;36.0873716577026;9.37332169276958;
115;Nord Ouest;Siliana;Siliana Sud;2452;2452;TUN018011;3451;36.081947169998;9.36711466728733;
116;Nord Ouest;Siliana;Bou Arada;2453;2453;TUN018002;3452;36.3510515449576;9.62416773848199;
117;Nord Ouest;Siliana;Gaafour;2454;2454;TUN018007;3453;36.3233249948678;9.32396738205966;
118;Nord Ouest;Siliana;El Krib;2455;2455;TUN018005;3454;36.3548703978182;9.10154096582791;
119;Nord Ouest;Siliana;Bourouis;2456;2456;TUN018003;3456;36.1784367325395;9.12645691334766;
120;Nord Ouest;Siliana;Makthar;2457;2457;TUN018009;3458;35.8559175992508;9.20571678516091;
121;Nord Ouest;Siliana;Er-Rouhia;2458;2458;TUN018006;3459;35.6523901735895;9.05595243150605;
122;Nord Ouest;Siliana;Kesra;2459;2459;TUN018008;3457;35.813648821385;9.36525393614045;
123;Nord Ouest;Siliana;Bargou;2460;2460;TUN018001;3455;36.1058897903336;9.61445905126772;
124;Nord Ouest;Siliana;El Aroussa;2461;2461;TUN018004;3452;36.378945;9.451544;
125;Centre Est;Sousse;Sousse Medina;3151;3181;TUN019013;5151;35.8280120700423;10.6334156303084;
126;Centre Est;Sousse;Sousse Riadh;3152;3182;TUN019016;5153;35.801726483001;10.5989280646154;
127;Centre Est;Sousse;Sousse Jawhara;3153;3181;TUN019012;5152;35.82492;10.6233;
128;Centre Est;Sousse;Sousse Sidi Abdelhamid;3154;3181;TUN019015;5152;35.81021;10.63634;
129;Centre Est;Sousse;Hammam Sousse;3155;3181;TUN019004;5156;35.8901178181063;10.5949035981062;
130;Centre Est;Sousse;Akouda;3156;3156;TUN019001;5158;35.8660120291262;10.5710186372875;
131;Centre Est;Sousse;Kalaâ Kebira;3157;3157;TUN019006;5159;35.869876;10.53492;
132;Centre Est;Sousse;Sidi Bou Ali;3158;3158;TUN019010;5161;35.956279912271;10.4705292427312;
133;Centre Est;Sousse;Hergla;3159;3159;TUN019005;5160;36.0299167392221;10.5081369331873;
134;Centre Est;Sousse;Enfidha;3160;3160;TUN019003;5163;36.133818;10.377455;
135;Centre Est;Sousse;Bouficha;3161;3161;TUN019002;5164;36.301785518236;10.4534159878753;
136;Centre Est;Sousse;Kondar;3162;3162;TUN019008;5162;35.9326166410087;10.3001004220143;
137;Centre Est;Sousse;Sidi El Héni;3163;3163;TUN019011;5155;35.6812389980323;10.3139822488314;
138;Centre Est;Sousse;M’saken;3164;3164;TUN019009;5154;35.7269654532678;10.5821376310443;
139;Centre Est;Sousse;Kalaâ Seghira;3165;3165;TUN019007;5157;35.8227621922752;10.5688951300585;
140;Centre Est;Sousse;Zaouia - Ksiba - Thrayet;3166;3182;TUN019017;5153;35.778312620476;10.6256070207299;
141;Centre Est;Monastir;Monastir;3251;3251;TUN014008;5251;35.7732238521516;10.832591925042;
142;Centre Est;Monastir;Ouerdanine;3252;3252;TUN014009;5252;35.708893;10.678494;
143;Centre Est;Monastir;Sahline;3253;3253;TUN014010;5252;35.75;10.71;
144;Centre Est;Monastir;Zermadine;3254;3254;TUN014013;5254;35.5736062221467;10.7323337781867;
145;Centre Est;Monastir;Beni Hassen;3255;3255;TUN014003;5255;35.567307;10.808129;
146;Centre Est;Monastir;Jammel;3256;3256;TUN014004;5253;35.6245572209159;10.7586081388034;
147;Centre Est;Monastir;Bembla;3257;3257;TUN014002;5253;35.6957293947799;10.7931994766716;
148;Centre Est;Monastir;Moknine;3258;3258;TUN014007;5259;35.6291571362094;10.8995551460143;
149;Centre Est;Monastir;Bekalta;3259;3259;TUN014001;5261;35.6195053129999;10.9937058017188;
150;Centre Est;Monastir;Teboulba;3260;3281;TUN014012;5260;35.6419874123447;10.9656835176345;
151;Centre Est;Monastir;Ksar Helal;3261;3281;TUN014005;5258;35.6444361807978;10.8891169004473;
152;Centre Est;Monastir;Ksibet El Mediouni;3262;3262;TUN014006;5256;35.6868200266063;10.8422631248666;
153;Centre Est;Monastir;Sayada-Lamta Bou-Hjar;3263;3281;TUN014011;5257;35.6708121890023;10.8757745547852;
154;Centre Est;Mahdia;Mahdia;3351;3351;TUN012008;5351;35.5035988070227;11.0594215946407;
155;Centre Est;Mahdia;Bou Merdes;3352;3352;TUN012001;5355;35.457134;10.728938;
156;Centre Est;Mahdia;Ouled Chamekh;3353;3353;TUN012010;5359;35.491272;10.316639;
157;Centre Est;Mahdia;Chorbane;3354;3354;TUN012003;5357;35.2870187770175;10.3873980528401;
158;Centre Est;Mahdia;Hebira;3355;3355;TUN012006;5357;35.1653772310452;10.2331803741098;
159;Centre Est;Mahdia;Essouassi;3356;3356;TUN012005;5358;35.3445907082418;10.548874442082;
160;Centre Est;Mahdia;El Djem;3357;3357;TUN012004;5356;35.2956415003264;10.7077205608598;
161;Centre Est;Mahdia;Chebba;3358;3358;TUN012012;5353;35.23369;11.110785;
162;Centre Est;Mahdia;Melloulech;3359;3359;TUN012009;5353;35.1674523209509;11.0342879171851;
163;Centre Est;Mahdia;Sidi Alouane;3360;3360;TUN012011;5354;35.3758359645587;10.9373058006469;
164;Centre Est;Mahdia;Ksour Essef;3361;3361;TUN012007;5352;35.4232600590764;10.9973835557967;
165;Centre Est;Sfax;Sfax Ville;3451;3481;TUN016014;6151;34.7405076015418;10.7585036091073;
166;Centre Est;Sfax;Sfax Ouest;3452;3481;TUN016012;6151;34.7358108294936;10.7413416412841;
167;Centre Est;Sfax;Sakiet Ezzit;3453;3482;TUN016011;6152;34.8031749934018;10.7611886650031;
168;Centre Est;Sfax;Sakiet Eddaier;3454;3482;TUN016010;6152;34.8004766443581;10.7837038117689;
169;Centre Est;Sfax;Sfax Sud;3455;3481;TUN016013;6153;34.7832508860101;10.7226492980779;
170;Centre Est;Sfax;Tina;3456;3481;TUN016016;6153;34.6850507056166;10.704446108615;
171;Centre Est;Sfax;Agareb;3457;3457;TUN016001;6157;34.7411957114028;10.5282151066633;
172;Centre Est;Sfax;Djebeniana;3458;3458;TUN016003;6154;35.0351829492338;10.9090045793756;
173;Centre Est;Sfax;El Amra;3459;3459;TUN016004;6154;34.9403315315361;10.8630852433;
174;Centre Est;Sfax;El Hencha;3460;3460;TUN016005;6155;35.1231058215717;10.7414044653295;
175;Centre Est;Sfax;Menzel Chaker;3461;3461;TUN016009;6156;34.9700549040926;10.3715552273507;
176;Centre Est;Sfax;Ghraiba;3462;3462;TUN016006;6160;34.4960168043569;10.2122639599576;
177;Centre Est;Sfax;Bir ali Ben Kelifa;3463;3463;TUN016002;6159;34.7362004110653;10.0931107702423;
178;Centre Est;Sfax;Skhira;3464;3464;TUN016015;6161;34.298136;10.074742;
179;Centre Est;Sfax;Mahres;3465;3465;TUN016008;6160;34.5231736534753;10.4978654680511;
180;Centre Est;Sfax;Kerkenah;3466;3466;TUN016007;6158;34.7439886328436;11.2281662000524;
181;Centre Ouest;Kairouan;Kairouan Nord;4151;4151;TUN008008;4151;35.6807244685802;10.0968458010199;
182;Centre Ouest;Kairouan;Kairouan Sud;4152;4152;TUN008009;4152;35.6720318599924;10.1047015548351;
183;Centre Ouest;Kairouan;Echebika;4153;4153;TUN008002;4155;35.616127822576;9.92747542606157;
184;Centre Ouest;Kairouan;Sbikha;4154;4154;TUN008011;4153;35.93;10.02;
185;Centre Ouest;Kairouan;El Ouslatia;4155;4155;TUN008005;4154;35.8940991378827;9.67835694021294;
186;Centre Ouest;Kairouan;Haffouz;4156;4156;TUN008006;4156;35.635099884877;9.67593336970749;
187;Centre Ouest;Kairouan;El Alaa;4157;4157;TUN008004;4157;35.6145;9.562569;
188;Centre Ouest;Kairouan;Hajeb el Ayoun;4158;4158;TUN008007;4160;35.395277810186;9.54314348412546;
189;Centre Ouest;Kairouan;Nasrallah;4159;4159;TUN008010;4159;35.3529520476806;9.82741990551225;
190;Centre Ouest;Kairouan;Echrarda;4160;4160;TUN008003;4161;35.1188551886538;10.0338221341062;
191;Centre Ouest;Kairouan;Bouhajla;4161;4161;TUN008001;4158;35.3964359285718;10.0498948750714;
192;Centre Ouest;Kasserine;Kasserine Nord;4251;4281;TUN009008;4251;35.1683171001446;8.83404495635763;
193;Centre Ouest;Kasserine;Kasserine Sud;4252;4281;TUN009009;4252;35.1683171001446;8.83404495635763;
194;Centre Ouest;Kasserine;Ezzouhour;4253;4281;TUN009003;4251;35.160169053947;8.83025618401427;
195;Centre Ouest;Kasserine;Hassi Ferid;4254;4254;TUN009006;4252;34.9772961325227;8.95026900385292;
196;Centre Ouest;Kasserine;Sbeitla;4255;4255;TUN009011;4253;35.2302236888792;9.13114861987195;
197;Centre Ouest;Kasserine;Sbiba;4256;4256;TUN009012;4254;35.5466484482888;9.07329487934262;
198;Centre Ouest;Kasserine;Djedeliane;4257;4257;TUN009001;4255;35.592468285994;9.05616064831231;
199;Centre Ouest;Kasserine;El Ayoun;4258;4258;TUN009002;4256;35.5401319110736;8.88362209657525;
200;Centre Ouest;Kasserine;Thala;4259;4259;TUN009013;4257;35.5760171212557;8.66937507503892;
201;Centre Ouest;Kasserine;Hidra;4260;4260;TUN009007;4258;35.5647630493888;8.44586295831079;
202;Centre Ouest;Kasserine;Foussana;4261;4261;TUN009005;4259;35.3493439988796;8.62518333069346;
203;Centre Ouest;Kasserine;Feriana;4262;4262;TUN009004;4260;34.94677951974;8.56666793720349;
204;Centre Ouest;Kasserine;Majel Bel Abbes;4263;4263;TUN009010;4261;34.749616;8.522902;
205;Centre Ouest;Sidi Bouzid;Sidi Bouzid Ouest;4351;4351;TUN017010;4351;35.0397031758561;9.49380591151303;
206;Centre Ouest;Sidi Bouzid;Sidi Bouzid Est;4352;4352;TUN017011;4352;35.0397031758561;9.49380591151303;
207;Centre Ouest;Sidi Bouzid;Jilma;4353;4353;TUN017003;4354;35.2718010704354;9.42244379262345;
208;Centre Ouest;Sidi Bouzid;Cebalet Ouled Asker;4354;4354;TUN017002;4353;35.178217;9.280102;
209;Centre Ouest;Sidi Bouzid;Bir El Hafey;4355;4355;TUN017001;4357;34.9275226502715;9.19224276367583;
210;Centre Ouest;Sidi Bouzid;Sidi Ali Ben Aoun;4356;4356;TUN017009;4358;34.85114;9.143586;
211;Centre Ouest;Sidi Bouzid;Menzel Bouzaienne;4357;4357;TUN017005;4360;34.5731116183406;9.42739043759074;
212;Centre Ouest;Sidi Bouzid;Meknassy;4358;4358;TUN017004;4359;34.6387523866969;9.613793576544;
213;Centre Ouest;Sidi Bouzid;Souk Jedid;4359;4359;TUN017012;4359;34.9379222756398;9.56226687296103;
214;Centre Ouest;Sidi Bouzid;Mezzouna;4360;4360;TUN017006;4361;34.577528;9.841839;
215;Centre Ouest;Sidi Bouzid;Regueb;4361;4361;TUN017008;4356;34.859309489074;9.78673275444985;
216;Centre Ouest;Sidi Bouzid;Ouled Haffouz;4362;4362;TUN017007;4355;35.0821358757475;9.87136562153227;
217;Sud Est;Gabès;Gabes Medina;5151;5181;TUN005003;8151;33.8875234274412;10.1032328008592;
218;Sud Est;Gabès;Gabes Ouest;5152;5181;TUN005004;8152;33.8702215061939;10.0568906169236;
219;Sud Est;Gabès;Gabes Sud;5153;5181;TUN005005;8152;33.8589195821444;10.1064074271325;
220;Sud Est;Gabès;Ghanouch;5154;5181;TUN005006;8151;33.9401780685988;10.0648134203489;
221;Sud Est;Gabès;El Metouia;5155;5155;TUN005002;8153;33.9560269878564;10.0122894741686;
222;Sud Est;Gabès;Menzel El Habib;5156;5156;TUN005009;8155;34.2309658366758;9.59639866994838;
223;Sud Est;Gabès;El Hamma;5157;5157;TUN005001;8154;33.8813378182067;9.58567887057177;
224;Sud Est;Gabès;Matmata;5158;5158;TUN005008;8156;33.5455600401675;9.96719527350555;
225;Sud Est;Gabès;Nouvelle Matmata;5159;5159;TUN005010;8156;33.6657067932404;10.0168427649968;
226;Sud Est;Gabès;Mareth;5160;5160;TUN005007;8157;33.617672491373;10.2861175396115;
227;Sud Est;Medenine;Medenine Nord;5251;5251;TUN013006;8251;33.3467171016568;10.4887980008468;
228;Sud Est;Medenine;Medenine Sud;5252;5252;TUN013007;8251;33.3431296638086;10.4937865091156;
229;Sud Est;Medenine;Beni Khedech;5253;5253;TUN013002;8258;33.251374;10.199604;
230;Sud Est;Medenine;Ben Guerdane;5254;5254;TUN013001;8257;33.1403580125653;11.217000561645;
231;Sud Est;Medenine;Zarzis;5255;5255;TUN013009;8256;33.5048670056365;11.1058979500037;
232;Sud Est;Medenine;Djerba Houmet Souk;5256;5256;TUN013004;8254;33.876668;10.857715;
233;Sud Est;Medenine;Djerba Midoun;5257;5257;TUN013005;8255;33.7435729582705;10.9198066449476;
234;Sud Est;Medenine;Djerba Ajim;5258;5258;TUN013003;8253;33.7294139259302;10.7581680786595;
235;Sud Est;Medenine;Sidi Makhloulf;5259;5259;TUN013008;8252;33.5059301511192;10.4798143842559;
236;Sud Est;Tataouine;Tataouine Nord;5351;5351;TUN020006;8351;32.9318629503354;10.4543517285844;
237;Sud Est;Tataouine;Tataouine Sud;5352;5352;TUN020007;8351;32.9254443510444;10.4398464692002;
238;Sud Est;Tataouine;Smâr;5353;5353;TUN020005;8355;32.9966879530769;10.8221352487705;
239;Sud Est;Tataouine;Bir Lahmar;5354;5354;TUN020001;8356;33.2171637522279;10.4867021903497;
240;Sud Est;Tataouine;Ghomrassen;5355;5355;TUN020003;8352;33.059043143807;10.3367650970179;
241;Sud Est;Tataouine;Dhehiba;5356;5356;TUN020002;8354;32.0104044734881;10.7000814529898;
242;Sud Est;Tataouine;Remada;5357;5357;TUN020004;8353;32.3161333848832;10.3977575567299;
243;Sud Ouest;Gafsa;Gafsa Nord;6151;6151;TUN006004;7151;34.423584;8.783704;
244;Sud Ouest;Gafsa;Sidi Aïch;6152;6152;TUN006010;7151;34.7312899158882;8.78307693790702;
245;Sud Ouest;Gafsa;El Ksar;6153;6181;TUN006003;7156;34.3976693604941;8.80438293020938;
246;Sud Ouest;Gafsa;Gafsa Sud;6154;6181;TUN006005;7156;34.423584;8.783704;
247;Sud Ouest;Gafsa;Oum El Araies;6155;6155;TUN006008;7157;34.4879886226931;8.27472099298367;
248;Sud Ouest;Gafsa;Redeyef;6156;6156;TUN006009;7154;34.3858513510541;8.16126276636633;
249;Sud Ouest;Gafsa;Metlaoui;6157;6157;TUN006007;7155;34.3159206016337;8.40179014994731;
250;Sud Ouest;Gafsa;Mdhila;6158;6158;TUN006006;7159;34.2914600510678;8.75320846111811;
251;Sud Ouest;Gafsa;El Guetar;6159;6159;TUN006002;7158;34.3396437943929;8.94915817872046;
252;Sud Ouest;Gafsa;Belkhir;6160;6160;TUN006001;7153;34.2742498616834;9.39138593556397;
253;Sud Ouest;Gafsa;Sned;6161;6161;TUN006011;7152;34.5402833477776;9.25170183749588;
254;Sud Ouest;Tozeur;Tozeur;6251;6251;TUN021005;7251;33.9223527256091;8.13242483922399;
255;Sud Ouest;Tozeur;Degach;6252;6252;TUN021001;7252;33.9925416973667;8.22865770453533;
